policy_id,age_at_entry,sex,policy_term,policy_count,sum_assured,prem_paying_term,dur_elapsed,ann_prem,PCODE
5498,50,F,22,1,413000,12,151,22352,8
5499,58,M,16,1,530000,6,0,14093,10
5500,59,F,16,1,947000,6,187,10632,4
5501,49,F,22,1,266000,12,45,10983,10
5502,25,F,22,1,284000,12,142,16540,7
5503,43,F,16,1,224000,6,105,23142,7
5504,29,M,22,1,242000,12,205,13732,10
5505,35,F,22,1,261000,12,252,5540,6
5506,40,M,16,1,379000,6,0,17106,3
5507,35,M,16,1,486000,6,67,4803,4
5508,51,M,22,1,176000,12,26,9634,5
5509,49,M,22,1,130000,12,253,20835,4
5510,34,F,22,1,374000,12,244,9517,6
5511,48,M,16,1,839000,6,176,19165,10
5512,29,F,22,1,743000,12,255,8634,8
5513,40,M,16,1,752000,6,95,11773,2
5514,29,M,22,1,107000,12,194,22672,5
5515,54,F,16,1,301000,6,112,12491,10
5516,38,M,22,1,820000,12,253,18433,3
5517,53,M,22,1,278000,12,185,15904,6
5518,37,M,16,1,361000,6,105,22545,5
5519,26,F,22,1,602000,12,120,20274,8
5520,57,M,22,1,576000,12,191,15529,10
5521,51,F,16,1,524000,6,52,1208,3
5522,41,M,16,1,399000,6,187,8589,1
5523,25,M,16,1,322000,6,181,4061,10
5524,41,F,16,1,616000,6,84,2113,10
5525,42,M,22,1,184000,12,170,17729,1
5526,59,F,22,1,126000,12,147,15840,6
5527,58,M,22,1,129000,12,236,4062,1
5528,44,M,16,1,447000,6,38,15275,1
5529,54,M,22,1,398000,12,28,9225,7
5530,27,M,16,1,815000,6,182,7851,2
5531,52,F,16,1,192000,6,77,8315,4
5532,26,M,22,1,938000,12,61,10866,7
5533,38,F,16,1,432000,6,0,12906,10
5534,40,F,16,1,836000,6,183,17609,4
5535,38,M,22,1,532000,12,102,11776,8
5536,33,M,16,1,591000,6,0,11957,6
5537,30,M,22,1,773000,12,142,24596,10
5538,48,F,22,1,995000,12,186,22574,3
5539,25,F,22,1,163000,12,232,19676,10
5540,44,F,22,1,487000,12,32,13340,10
5541,48,F,22,1,885000,12,163,18821,10
5542,35,F,22,1,503000,12,151,23518,10
5543,51,F,22,1,903000,12,144,22538,9
5544,26,M,22,1,590000,12,48,24169,1
5545,38,M,16,1,741000,6,93,21816,4
5546,35,M,22,1,458000,12,109,3196,3
5547,25,F,16,1,849000,6,0,21908,5
5548,50,F,22,1,766000,12,225,12878,2
5549,30,M,16,1,932000,6,1,18495,9
5550,45,F,16,1,994000,6,101,23115,4
5551,29,F,16,1,828000,6,7,9805,10
5552,29,M,16,1,481000,6,55,5155,5
5553,43,M,16,1,266000,6,0,9411,3
5554,27,M,22,1,162000,12,174,13974,4
5555,45,M,22,1,742000,12,175,15351,6
5556,47,M,22,1,851000,12,258,23853,3
5557,45,M,16,1,768000,6,0,23750,9
5558,60,M,16,1,314000,6,0,3419,5
5559,40,M,16,1,344000,6,26,7808,8
5560,57,F,22,1,857000,12,138,22880,2
5561,39,F,16,1,269000,6,19,9388,8
5562,52,M,22,1,343000,12,189,16657,4
5563,28,M,22,1,539000,12,0,16138,10
5564,26,F,22,1,676000,12,96,15481,6
5565,25,M,22,1,416000,12,243,20997,3
5566,51,F,22,1,756000,12,195,9926,4
5567,39,F,22,1,163000,12,17,22362,8
5568,34,M,22,1,908000,12,167,24879,1
5569,32,F,16,1,177000,6,54,5747,9
5570,57,M,22,1,857000,12,167,20302,1
5571,50,F,16,1,669000,6,165,24941,3
5572,36,F,16,1,162000,6,66,23734,2
5573,53,F,16,1,363000,6,11,7379,2
5574,38,F,22,1,719000,12,60,22913,5
5575,47,M,16,1,667000,6,78,24457,1
5576,50,M,22,1,910000,12,80,15312,8
5577,39,M,22,1,464000,12,259,11497,10
5578,27,F,16,1,841000,6,151,20915,6
5579,59,M,16,1,485000,6,113,21358,7
5580,39,F,22,1,210000,12,146,10549,2
5581,29,M,16,1,652000,6,2,6316,2
5582,30,F,22,1,778000,12,95,13797,10
5583,26,M,16,1,130000,6,0,1645,10
5584,48,F,22,1,860000,12,236,16952,7
5585,50,M,22,1,138000,12,123,23073,9
5586,34,M,16,1,840000,6,39,12690,1
5587,39,M,16,1,510000,6,129,22305,2
5588,39,F,22,1,424000,12,124,7137,3
5589,27,M,16,1,813000,6,76,20937,3
5590,56,M,16,1,329000,6,77,13595,3
5591,26,F,22,1,771000,12,156,16769,4
5592,44,M,22,1,428000,12,235,12108,5
5593,33,F,16,1,215000,6,0,24256,6
5594,54,M,22,1,460000,12,84,2813,2
5595,39,M,16,1,517000,6,0,11553,6
5596,52,F,22,1,162000,12,251,21045,10
5597,36,F,22,1,158000,12,152,5188,10
5598,33,M,22,1,814000,12,16,12686,4
5599,51,M,22,1,739000,12,59,8484,2
5600,51,M,16,1,521000,6,0,16496,2
5601,28,M,16,1,479000,6,0,3925,6
5602,58,M,16,1,986000,6,165,3977,4
5603,59,F,22,1,204000,12,188,19576,7
5604,52,F,22,1,982000,12,93,16702,2
5605,43,F,16,1,765000,6,59,23709,4
5606,51,M,22,1,260000,12,24,11010,8
5607,50,F,22,1,665000,12,213,10134,9
5608,31,M,16,1,425000,6,119,19707,3
5609,41,M,22,1,906000,12,256,3225,9
5610,43,F,22,1,704000,12,31,10093,1
5611,47,M,16,1,457000,6,54,14445,6
5612,27,F,16,1,891000,6,0,12307,3
5613,29,F,22,1,257000,12,49,17238,3
5614,43,F,22,1,709000,12,80,5166,8
5615,37,M,22,1,503000,12,141,6017,5
5616,28,M,16,1,694000,6,94,4892,5
5617,32,F,22,1,607000,12,238,6095,4
5618,55,F,22,1,626000,12,23,12770,10
5619,55,F,16,1,977000,6,175,22956,8
5620,41,M,16,1,729000,6,73,13799,9
5621,47,F,16,1,189000,6,0,15880,2
5622,39,F,16,1,721000,6,59,15874,8
5623,30,F,22,1,276000,12,109,17494,3
5624,51,M,16,1,920000,6,0,2634,6
5625,38,F,16,1,950000,6,0,6735,9
5626,45,F,16,1,478000,6,143,23367,2
5627,42,M,16,1,717000,6,131,11137,6
5628,34,M,16,1,138000,6,189,12781,1
5629,55,F,16,1,208000,6,0,16371,7
5630,48,M,22,1,572000,12,115,9928,6
5631,31,F,16,1,663000,6,0,20047,2
5632,43,M,16,1,174000,6,70,11901,8
5633,37,M,22,1,321000,12,37,17725,7
5634,38,M,22,1,470000,12,29,23000,6
5635,55,M,22,1,103000,12,142,3852,5
5636,54,M,16,1,885000,6,0,10577,9
5637,25,M,16,1,450000,6,0,15046,2
5638,48,F,22,1,309000,12,161,2146,1
5639,28,F,22,1,849000,12,13,6549,5
5640,42,F,22,1,983000,12,163,9167,10
5641,51,M,16,1,143000,6,105,1697,4
5642,60,M,16,1,591000,6,102,10499,2
5643,41,M,16,1,900000,6,0,21459,4
5644,47,M,16,1,764000,6,50,2405,3
5645,42,F,22,1,243000,12,192,8485,8
5646,47,F,22,1,110000,12,196,8551,5
5647,43,F,16,1,808000,6,0,16856,4
5648,41,M,16,1,244000,6,5,9229,5
5649,28,F,16,1,924000,6,176,9174,8
5650,38,M,22,1,971000,12,130,14198,1
5651,45,M,16,1,557000,6,145,1189,6
5652,40,M,22,1,997000,12,234,21622,9
5653,43,M,16,1,714000,6,169,9641,7
5654,34,M,22,1,673000,12,47,22486,3
5655,56,F,22,1,185000,12,91,6176,7
5656,57,M,22,1,938000,12,46,11733,6
5657,39,M,16,1,485000,6,88,15073,9
5658,28,M,22,1,685000,12,179,7423,9
5659,26,M,22,1,801000,12,239,6709,1
5660,59,F,16,1,421000,6,42,15790,10
5661,53,M,22,1,499000,12,115,4825,10
5662,50,M,22,1,151000,12,23,12194,10
5663,50,M,16,1,418000,6,64,3344,10
5664,31,M,16,1,525000,6,80,18840,4
5665,48,M,22,1,559000,12,178,9043,5
5666,29,M,16,1,284000,6,156,11475,4
5667,46,M,22,1,280000,12,230,12451,10
5668,36,M,22,1,801000,12,103,12110,9
5669,28,M,22,1,100000,12,111,19849,5
5670,39,F,22,1,412000,12,80,11862,10
5671,26,M,22,1,257000,12,51,16693,5
5672,58,M,16,1,398000,6,0,15405,8
5673,53,F,22,1,284000,12,40,5231,2
5674,44,M,22,1,474000,12,215,10199,10
5675,34,F,22,1,332000,12,7,1458,7
5676,43,F,16,1,148000,6,0,13758,5
5677,47,M,16,1,858000,6,53,16107,5
5678,59,F,22,1,967000,12,243,18624,3
5679,40,F,22,1,689000,12,204,10694,5
5680,49,F,16,1,309000,6,105,21427,1
5681,39,M,22,1,710000,12,212,2044,1
5682,52,M,22,1,999000,12,64,3885,6
5683,56,F,22,1,510000,12,8,10527,8
5684,33,F,22,1,537000,12,20,10172,10
5685,44,F,22,1,295000,12,72,2834,1
5686,44,M,22,1,465000,12,39,24586,1
5687,34,F,22,1,680000,12,222,10429,3
5688,30,F,22,1,819000,12,111,13346,5
5689,60,F,16,1,415000,6,86,20469,2
5690,32,F,16,1,402000,6,67,21698,7
5691,46,M,22,1,242000,12,103,1439,7
5692,47,M,22,1,848000,12,166,18600,8
5693,33,F,22,1,233000,12,192,17326,3
5694,31,M,16,1,423000,6,15,6677,1
5695,46,M,16,1,352000,6,131,24649,2
5696,44,F,16,1,964000,6,30,3114,3
5697,56,F,22,1,101000,12,55,10749,5
5698,38,M,22,1,299000,12,253,8618,4
5699,49,F,16,1,470000,6,53,18183,4
5700,32,F,16,1,669000,6,43,17570,5
5701,57,F,22,1,181000,12,10,10472,3
5702,25,M,22,1,852000,12,25,24054,3
5703,35,M,16,1,659000,6,0,17356,1
5704,36,F,22,1,620000,12,177,1410,9
5705,25,F,16,1,863000,6,168,10626,9
5706,40,F,22,1,105000,12,83,7846,2
5707,57,F,16,1,685000,6,66,8745,7
5708,38,M,16,1,469000,6,175,7196,4
5709,53,F,16,1,549000,6,158,10442,9
5710,46,F,22,1,931000,12,157,19554,7
5711,46,F,22,1,919000,12,207,14883,2
5712,60,F,16,1,309000,6,16,15947,10
5713,36,F,16,1,102000,6,122,5805,10
5714,55,M,22,1,413000,12,79,6804,2
5715,47,M,16,1,316000,6,26,24548,7
5716,39,F,16,1,248000,6,58,22080,2
5717,39,F,22,1,209000,12,117,5571,2
5718,51,M,22,1,220000,12,176,13902,5
5719,43,F,22,1,892000,12,151,10677,6
5720,32,F,22,1,119000,12,198,12671,6
5721,29,M,16,1,141000,6,32,3962,10
5722,56,F,22,1,845000,12,188,21610,5
5723,49,F,22,1,569000,12,177,6780,7
5724,31,M,16,1,993000,6,0,7048,8
5725,25,M,16,1,688000,6,10,14712,2
5726,36,F,22,1,961000,12,162,13554,10
5727,35,F,22,1,613000,12,247,19486,2
5728,54,M,16,1,830000,6,165,22579,9
5729,35,M,22,1,953000,12,164,13769,10
5730,60,M,16,1,615000,6,40,14088,10
5731,34,F,22,1,283000,12,249,15421,2
5732,25,F,16,1,674000,6,181,17023,5
5733,48,F,22,1,441000,12,236,24876,2
5734,59,M,22,1,687000,12,233,2848,3
5735,47,M,22,1,374000,12,159,13246,1
5736,27,F,22,1,991000,12,134,13683,8
5737,44,M,22,1,831000,12,120,2035,10
5738,52,F,16,1,995000,6,171,5901,4
5739,39,F,22,1,147000,12,93,23966,10
5740,38,F,22,1,197000,12,181,14487,2
5741,26,F,22,1,650000,12,66,22082,7
5742,33,F,22,1,181000,12,245,9305,6
5743,58,F,16,1,948000,6,155,10416,7
5744,45,F,22,1,607000,12,107,20953,1
5745,29,F,16,1,897000,6,85,24036,5
5746,51,M,22,1,985000,12,41,13615,2
5747,26,F,16,1,443000,6,95,4481,7
5748,37,M,16,1,706000,6,153,13283,2
5749,51,M,22,1,489000,12,54,21674,7
5750,33,F,22,1,271000,12,19,5466,4
5751,31,F,22,1,101000,12,40,19084,2
5752,29,F,22,1,730000,12,53,2681,8
5753,59,M,22,1,320000,12,247,9145,1
5754,52,F,22,1,562000,12,60,24144,7
5755,42,F,22,1,584000,12,61,24501,4
5756,54,F,22,1,828000,12,146,8273,7
5757,35,F,16,1,436000,6,0,3023,3
5758,41,M,22,1,408000,12,244,21914,8
5759,52,M,16,1,184000,6,0,17378,1
5760,43,F,16,1,393000,6,86,17897,3
5761,42,F,22,1,101000,12,222,20903,3
5762,46,M,22,1,258000,12,100,20361,4
5763,44,M,22,1,147000,12,18,14969,5
5764,27,F,22,1,665000,12,30,15384,6
5765,35,M,16,1,263000,6,6,5880,8
5766,35,F,16,1,716000,6,174,20146,8
5767,43,M,22,1,969000,12,8,17530,10
5768,46,M,16,1,253000,6,0,6466,10
5769,59,M,22,1,711000,12,246,23445,6
5770,37,M,16,1,478000,6,0,18736,8
5771,59,M,16,1,321000,6,163,3603,9
5772,29,F,16,1,599000,6,113,12028,3
5773,54,M,22,1,182000,12,129,6985,6
5774,25,M,16,1,545000,6,73,15785,2
5775,38,M,22,1,687000,12,16,20633,3
5776,42,F,22,1,996000,12,21,18856,10
5777,26,M,16,1,669000,6,139,3519,6
5778,41,M,16,1,863000,6,94,22609,10
5779,49,M,22,1,506000,12,17,20243,10
5780,33,M,22,1,569000,12,34,16256,3
5781,25,M,16,1,995000,6,0,6733,10
5782,26,F,16,1,183000,6,101,23876,7
5783,48,F,22,1,101000,12,89,23608,7
5784,50,M,22,1,204000,12,246,10711,1
5785,33,M,16,1,275000,6,0,17163,3
5786,51,F,22,1,589000,12,76,15867,10
5787,34,M,16,1,864000,6,171,23135,1
5788,26,F,16,1,828000,6,0,22201,7
5789,42,F,16,1,110000,6,0,1441,8
5790,33,F,22,1,502000,12,212,7869,5
5791,26,M,22,1,214000,12,144,3182,7
5792,30,M,22,1,779000,12,35,3304,4
5793,58,F,22,1,574000,12,44,18937,4
5794,39,F,22,1,887000,12,35,18267,3
5795,55,M,16,1,660000,6,21,10159,2
5796,46,M,22,1,436000,12,244,22217,1
5797,46,M,16,1,945000,6,122,2910,3
5798,47,F,16,1,237000,6,146,7566,6
5799,48,M,22,1,534000,12,139,24224,6
5800,52,M,16,1,186000,6,119,12289,3
5801,32,F,22,1,645000,12,134,1426,5
5802,44,F,22,1,334000,12,42,8111,2
5803,27,M,16,1,329000,6,21,5383,5
5804,48,F,16,1,165000,6,0,8162,7
5805,38,M,22,1,382000,12,24,4100,3
5806,43,M,22,1,165000,12,201,15977,1
5807,26,F,16,1,577000,6,15,9331,8
5808,54,M,22,1,125000,12,44,7867,9
5809,43,M,16,1,402000,6,0,12760,7
5810,44,F,16,1,957000,6,0,21277,1
5811,51,F,22,1,809000,12,121,3421,8
5812,46,M,22,1,990000,12,178,15114,3
5813,49,F,16,1,698000,6,71,22613,1
5814,37,M,16,1,246000,6,0,16813,1
5815,54,M,16,1,927000,6,49,14962,3
5816,57,M,16,1,394000,6,0,4830,8
5817,55,M,16,1,760000,6,180,23360,6
5818,58,M,22,1,755000,12,56,13913,9
5819,45,F,16,1,101000,6,28,11089,5
5820,48,F,22,1,537000,12,109,18675,10
5821,43,F,16,1,975000,6,102,21039,1
5822,48,F,22,1,642000,12,132,5316,4
5823,26,M,16,1,463000,6,182,8435,7
5824,39,F,22,1,222000,12,62,5819,3
5825,51,F,22,1,418000,12,37,14214,2
5826,33,F,22,1,834000,12,81,4440,5
5827,46,M,16,1,582000,6,0,15854,10
5828,36,M,22,1,291000,12,226,3779,4
5829,27,M,22,1,529000,12,161,9947,9
5830,42,F,16,1,521000,6,6,18592,1
5831,31,M,16,1,258000,6,165,10179,10
5832,58,M,16,1,435000,6,82,17287,7
5833,45,M,16,1,727000,6,0,1527,10
5834,32,F,22,1,1000000,12,172,17379,4
5835,27,M,22,1,638000,12,126,9426,2
5836,35,M,16,1,123000,6,0,5502,4
5837,36,F,16,1,576000,6,37,23202,6
5838,58,F,22,1,397000,12,59,2711,2
5839,35,F,22,1,334000,12,97,5996,7
5840,41,M,16,1,743000,6,63,17427,10
5841,34,F,22,1,854000,12,197,16635,5
5842,52,F,22,1,311000,12,24,12762,10
5843,41,M,16,1,421000,6,176,19409,4
5844,50,M,22,1,388000,12,155,19520,9
5845,28,F,22,1,174000,12,54,3590,1
5846,37,M,16,1,790000,6,62,2952,8
5847,43,F,22,1,267000,12,137,9773,1
5848,28,M,22,1,139000,12,154,17192,2
5849,35,F,22,1,617000,12,238,22961,3
5850,27,F,16,1,526000,6,36,16665,9
5851,31,M,16,1,877000,6,21,3205,9
5852,54,M,22,1,857000,12,16,3119,6
5853,47,F,22,1,695000,12,123,4900,7
5854,58,F,22,1,954000,12,70,3056,1
5855,51,M,16,1,604000,6,97,10153,3
5856,35,M,22,1,178000,12,44,20059,7
5857,28,M,16,1,363000,6,116,3647,2
5858,50,M,22,1,295000,12,170,17108,1
5859,48,M,16,1,138000,6,0,12561,1
5860,43,F,22,1,327000,12,85,17869,4
5861,50,F,22,1,780000,12,30,6633,5
5862,49,F,16,1,899000,6,176,9357,3
5863,55,F,16,1,347000,6,159,4762,6
5864,39,M,16,1,951000,6,115,6303,10
5865,36,F,22,1,235000,12,84,14569,10
5866,52,M,16,1,974000,6,61,18192,5
5867,33,M,16,1,225000,6,90,12750,2
5868,60,M,22,1,869000,12,113,2694,10
5869,37,M,16,1,170000,6,11,22750,6
5870,43,M,16,1,510000,6,119,11481,7
5871,49,M,22,1,123000,12,63,3632,5
5872,53,M,22,1,698000,12,207,16071,6
5873,25,M,22,1,228000,12,252,24389,4
5874,33,F,16,1,151000,6,40,20133,2
5875,50,F,16,1,945000,6,93,14516,10
5876,44,M,16,1,968000,6,148,22332,6
5877,27,M,16,1,931000,6,137,10412,1
5878,58,M,22,1,821000,12,3,9208,10
5879,42,M,16,1,876000,6,65,2050,7
5880,34,F,16,1,287000,6,0,8769,10
5881,36,F,16,1,789000,6,187,15031,3
5882,28,F,22,1,249000,12,78,19712,6
5883,46,F,22,1,380000,12,43,10761,10
5884,35,F,16,1,417000,6,0,3286,7
5885,27,F,16,1,108000,6,162,14011,7
5886,37,M,16,1,803000,6,184,19153,1
5887,28,F,22,1,515000,12,254,1937,5
5888,52,M,22,1,704000,12,196,19162,7
5889,37,M,16,1,474000,6,191,11260,2
5890,31,M,16,1,537000,6,6,14765,6
5891,25,F,16,1,264000,6,0,23539,10
5892,34,F,22,1,141000,12,246,22218,7
5893,33,F,16,1,523000,6,31,2968,7
5894,53,F,16,1,617000,6,178,22992,6
5895,50,M,22,1,711000,12,166,22909,9
5896,39,M,16,1,430000,6,22,7715,9
5897,60,F,16,1,778000,6,56,10553,4
5898,60,F,22,1,835000,12,205,3298,2
5899,42,F,22,1,510000,12,222,7189,10
5900,26,F,22,1,953000,12,31,8699,5
5901,45,M,22,1,401000,12,219,15904,2
5902,29,M,22,1,325000,12,150,15834,5
5903,29,F,22,1,670000,12,254,9747,4
5904,32,M,22,1,367000,12,41,8240,1
5905,41,M,16,1,850000,6,70,11688,6
5906,54,M,22,1,300000,12,224,6111,10
5907,50,F,22,1,255000,12,193,10683,4
5908,44,F,16,1,875000,6,190,23908,1
5909,42,M,22,1,341000,12,108,3782,4
5910,55,M,16,1,451000,6,0,22621,4
5911,55,F,22,1,523000,12,108,15275,9
5912,36,M,22,1,208000,12,76,8397,10
5913,54,M,22,1,153000,12,247,8569,8
5914,54,F,16,1,844000,6,88,22715,3
5915,38,M,16,1,358000,6,165,18735,6
5916,26,F,22,1,378000,12,156,11870,3
5917,59,M,16,1,756000,6,24,1454,7
5918,43,F,16,1,286000,6,44,17053,6
5919,45,M,16,1,199000,6,0,24610,8
5920,57,F,16,1,410000,6,113,24226,6
5921,59,M,16,1,253000,6,187,5906,7
5922,34,M,16,1,385000,6,0,10803,5
5923,44,F,16,1,545000,6,99,12152,9
5924,30,M,22,1,455000,12,5,5844,6
5925,28,F,16,1,584000,6,12,14383,9
5926,36,M,22,1,325000,12,259,12093,9
5927,45,F,22,1,220000,12,116,3331,9
5928,60,M,22,1,490000,12,33,4649,8
5929,51,M,16,1,608000,6,10,8636,7
5930,59,F,22,1,967000,12,255,15970,7
5931,41,M,22,1,676000,12,233,24019,4
5932,48,F,22,1,450000,12,179,9197,8
5933,29,F,22,1,632000,12,124,8889,9
5934,60,M,22,1,614000,12,209,12894,2
5935,34,M,22,1,736000,12,123,6712,10
5936,35,M,22,1,123000,12,114,8965,8
5937,50,M,22,1,814000,12,124,17959,8
5938,50,M,22,1,783000,12,239,11956,5
5939,48,F,16,1,684000,6,0,19868,6
5940,44,F,22,1,310000,12,253,21750,5
5941,28,M,16,1,364000,6,0,1381,5
5942,33,M,16,1,368000,6,102,20790,3
5943,54,F,22,1,342000,12,213,16290,10
5944,30,M,16,1,125000,6,93,13138,4
5945,31,F,16,1,457000,6,42,2283,10
5946,47,F,22,1,245000,12,2,4270,5
5947,49,M,22,1,410000,12,31,24079,8
5948,41,F,16,1,511000,6,22,7849,5
5949,52,M,22,1,122000,12,134,16795,6
5950,40,F,22,1,317000,12,146,12135,3
5951,37,F,22,1,449000,12,180,14594,7
5952,37,F,22,1,224000,12,76,16242,1
5953,49,F,16,1,149000,6,0,12474,6
5954,32,F,16,1,570000,6,23,12473,5
5955,58,M,22,1,128000,12,117,2078,9
5956,58,F,22,1,385000,12,188,3270,6
5957,56,F,22,1,329000,12,131,9057,8
5958,46,M,16,1,358000,6,165,8461,1
5959,38,M,16,1,332000,6,188,16770,3
5960,29,F,22,1,163000,12,44,21684,3
5961,56,M,16,1,409000,6,144,16482,8
5962,42,F,22,1,285000,12,68,22424,10
5963,43,M,16,1,758000,6,0,11683,2
5964,36,F,22,1,138000,12,96,10680,1
5965,44,M,22,1,633000,12,41,5013,2
5966,38,F,22,1,678000,12,113,11267,8
5967,31,F,16,1,104000,6,39,3650,10
5968,53,F,16,1,683000,6,0,5870,6
5969,52,M,16,1,210000,6,17,3709,7
5970,59,F,16,1,992000,6,171,20470,8
5971,31,F,16,1,759000,6,87,14153,4
5972,43,F,22,1,708000,12,171,24410,6
5973,33,F,22,1,933000,12,241,14561,4
5974,31,F,16,1,111000,6,156,10160,1
5975,59,F,22,1,840000,12,101,12087,6
5976,52,F,22,1,749000,12,180,3289,7
5977,25,M,16,1,286000,6,0,15904,7
5978,25,M,22,1,369000,12,160,11235,5
5979,47,M,22,1,641000,12,57,10296,10
5980,47,M,16,1,447000,6,0,10671,1
5981,50,M,22,1,614000,12,39,23927,3
5982,40,M,16,1,577000,6,19,15012,4
5983,25,M,16,1,801000,6,0,12078,5
5984,36,F,22,1,839000,12,37,9879,6
5985,32,M,16,1,336000,6,23,17372,1
5986,26,M,22,1,780000,12,110,8508,5
5987,33,M,16,1,275000,6,0,18366,2
5988,35,F,22,1,628000,12,150,22023,1
5989,51,M,16,1,858000,6,71,21852,3
5990,27,F,22,1,276000,12,15,24000,1
5991,59,F,16,1,999000,6,189,9948,6
5992,53,M,16,1,489000,6,180,17083,8
5993,52,M,16,1,747000,6,85,2226,5
5994,36,F,22,1,755000,12,204,24766,4
5995,42,F,22,1,310000,12,11,21093,5
5996,57,M,22,1,346000,12,132,19348,2
5997,39,M,16,1,159000,6,70,17087,1
5998,51,M,22,1,758000,12,111,17037,4
5999,59,M,16,1,387000,6,151,13129,7
6000,52,F,22,1,407000,12,259,20648,6
6001,54,F,22,1,290000,12,20,6576,1
6002,60,M,22,1,630000,12,253,10106,7
6003,39,F,22,1,318000,12,260,19225,2
6004,60,M,22,1,178000,12,20,20387,3
6005,49,M,16,1,944000,6,112,6564,3
6006,48,M,22,1,198000,12,76,23139,7
6007,48,M,22,1,289000,12,203,4361,6
6008,43,M,16,1,463000,6,173,8416,5
6009,41,M,16,1,986000,6,0,14913,5
6010,42,F,16,1,404000,6,0,13158,3
6011,52,F,16,1,816000,6,0,3237,5
6012,46,F,22,1,175000,12,135,10777,1
6013,45,F,16,1,853000,6,162,17482,9
6014,41,M,22,1,863000,12,132,16430,7
6015,39,F,22,1,487000,12,133,4035,6
6016,34,F,16,1,676000,6,52,24123,8
6017,56,M,16,1,255000,6,0,1921,4
6018,40,F,22,1,318000,12,152,23062,5
6019,32,F,22,1,351000,12,30,4780,5
6020,55,F,22,1,182000,12,60,16327,1
6021,37,F,22,1,825000,12,114,8981,9
6022,31,F,22,1,447000,12,203,10651,6
6023,39,M,16,1,614000,6,102,13560,8
6024,26,M,16,1,538000,6,128,23344,3
6025,45,M,22,1,944000,12,3,8110,6
6026,60,F,16,1,347000,6,0,7125,10
6027,30,F,16,1,916000,6,139,14786,7
6028,51,M,16,1,189000,6,112,5201,10
6029,48,F,22,1,548000,12,169,5378,5
6030,47,F,22,1,602000,12,56,16627,8
6031,40,F,22,1,764000,12,207,4048,4
6032,36,F,16,1,195000,6,0,17917,4
6033,28,M,22,1,319000,12,34,4068,5
6034,37,F,16,1,833000,6,8,8743,2
6035,26,F,16,1,597000,6,115,17412,9
6036,37,F,16,1,100000,6,100,16179,4
6037,37,M,22,1,257000,12,184,21393,8
6038,25,M,16,1,167000,6,38,23525,1
6039,39,M,22,1,699000,12,202,24662,6
6040,49,F,22,1,292000,12,175,5085,1
6041,35,M,22,1,901000,12,144,13065,8
6042,33,F,22,1,748000,12,182,15538,2
6043,46,M,22,1,393000,12,130,11633,6
6044,56,M,16,1,754000,6,109,13768,1
6045,46,F,22,1,396000,12,169,6556,7
6046,59,M,22,1,906000,12,102,23065,2
6047,39,M,22,1,137000,12,247,17762,4
6048,45,M,22,1,887000,12,99,4105,2
6049,33,M,16,1,414000,6,0,10339,6
6050,35,M,16,1,116000,6,0,9356,6
6051,46,F,22,1,565000,12,205,21967,9
6052,49,F,16,1,149000,6,0,19157,5
6053,42,M,22,1,833000,12,24,6802,5
6054,31,M,16,1,567000,6,102,17843,5
6055,49,M,22,1,443000,12,86,14022,6
6056,52,F,22,1,744000,12,193,17676,8
6057,48,F,16,1,266000,6,80,24647,7
6058,52,F,16,1,307000,6,90,15620,1
6059,41,M,16,1,917000,6,149,2601,9
6060,56,F,16,1,848000,6,44,1266,8
6061,53,M,16,1,392000,6,22,1421,10
6062,27,M,16,1,864000,6,0,18597,2
6063,55,F,22,1,890000,12,238,8988,2
6064,42,F,22,1,893000,12,223,13512,2
6065,34,F,22,1,203000,12,206,19288,9
6066,56,M,16,1,216000,6,119,14355,10
6067,38,F,22,1,656000,12,39,17963,3
6068,42,M,16,1,131000,6,147,10639,8
6069,32,F,16,1,188000,6,184,17224,8
6070,42,F,16,1,914000,6,58,8777,9
6071,46,M,16,1,246000,6,128,7135,9
6072,38,F,16,1,227000,6,111,22438,4
6073,25,F,16,1,610000,6,25,9613,10
6074,56,F,22,1,495000,12,238,3043,10
6075,32,M,16,1,261000,6,67,22074,10
6076,51,M,16,1,722000,6,54,12724,10
6077,36,M,22,1,680000,12,184,12453,5
6078,44,M,22,1,758000,12,172,7953,5
6079,55,F,22,1,851000,12,99,8961,1
6080,33,F,16,1,917000,6,0,21715,1
6081,42,M,22,1,860000,12,178,8038,8
6082,46,M,22,1,328000,12,61,2471,7
6083,60,F,22,1,864000,12,155,10227,4
6084,35,M,22,1,650000,12,208,18736,8
6085,41,F,16,1,375000,6,170,3334,1
6086,30,F,16,1,685000,6,173,18986,6
6087,35,F,16,1,906000,6,115,3465,1
6088,28,F,16,1,349000,6,37,16261,8
6089,40,M,16,1,715000,6,0,6536,10
6090,56,M,22,1,361000,12,201,20410,1
6091,33,M,16,1,238000,6,26,4506,1
6092,44,F,16,1,855000,6,119,9596,8
6093,39,M,22,1,576000,12,70,1047,5
6094,41,F,22,1,477000,12,1,9484,10
6095,46,M,22,1,241000,12,160,15468,2
6096,56,M,16,1,352000,6,0,9163,2
6097,46,F,16,1,197000,6,156,8138,5
6098,56,M,16,1,598000,6,119,5073,3
6099,50,M,16,1,759000,6,18,15437,1
6100,49,F,22,1,907000,12,119,20011,3
6101,41,M,22,1,194000,12,110,20794,4
6102,26,M,22,1,311000,12,96,8252,10
6103,29,F,16,1,106000,6,128,22769,1
